District,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Water Consumption (liters/hectare),Water Availability (liters/hectare),Soil & Irrigation
Ajmer,8.971524168,2.36224553,41.8464365,26.97717041,41.20901036,Pulses,6936.134039,7739.350476,Saline-Drip Irrigation
Udaipur,7.071613953,1.72222661,31.02194516,13.98925237,38.02159644,Pomegranate,10986.50686,11749.61082,Loamy-Tube Well
Nagaur,6.792366404,2.109267021,35.04735894,15.77529281,32.5049202,Oilseeds,12962.27562,12468.9471,Nitrogenous-Drip Irrigation
Jodhpur,7.80162375,2.149079233,33.19330084,25.29059163,41.8380992,Mustard,6863.57029,6248.501184,Loamy-Tube Well
Jaipur,7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Garlic,7315.642423,7112.696498,Chalky (Calcareous)-Tube Well
Bhilwara,7.088961994,1.390357767,27.15275113,19.37989306,34.67889997,Cotton,11870.40554,11739.8742,Chalky (Calcareous)-Sprinkler Irrigation
Nagaur,8.03554025,0.962756824,29.88982568,25.60930752,39.06660519,Bajra,7692.338336,7395.405669,Nitrogenous-Sprinkler Irrigation
Kota,8.02003091,1.630114418,23.32694697,18.07163685,42.17251323,Citrus,9108.540519,8182.727986,Clay-Drip Irrigation
Alwar,7.982077942,1.847277649,21.35408555,29.76458691,39.69451246,Mustard,6443.783744,7220.802338,Black lava soil-Drip Irrigation
Jodhpur,6.90611738,1.801338374,32.67182449,20.45546803,35.7423001,Cotton,9996.419335,10253.16139,Chalky (Calcareous)-Tube Well
Ajmer,7.533919257,0.990036334,37.20972503,17.4381288,40.2793197,Onion,14264.93291,14988.96177,Clay-Sprinkler Irrigation
Jodhpur,7.458642488,2.121545864,34.75653122,22.63448962,39.0456389,Gram,11188.69268,11787.04313,Nitrogenous-Drip Irrigation
Alwar,7.516859527,2.134296791,24.42588906,25.98455474,37.01552608,Barley,7262.32941,7523.14917,Alkaline-Canal Irrigation
Sri Ganganagar,7.639541929,2.145781838,21.54664186,15.10750227,53.77608872,Coriander,12385.67735,12661.67578,Clay-Sprinkler Irrigation
Kota,7.983897235,2.199496079,35.25024521,21.62329118,40.71495317,Cotton,7012.390638,7540.915289,Nitrogenous-Tube Well
Bhilwara,7.514715296,2.258322223,25.09337032,12.97591528,40.53603981,Citrus,14756.56274,14082.62103,Loamy-Canal Irrigation
Ajmer,6.641983376,3.35539715,29.68127357,15.61257989,32.96456403,Pulses,5526.651109,6249.961364,Saline-Sprinkler Irrigation
Nagaur,7.617727898,0.155817354,25.96174721,18.04215011,47.52531019,Wheat,10071.73945,10089.21063,Loamy-Canal Irrigation
Jodhpur,6.911677528,2.464045305,21.14759431,17.10943271,38.70995732,Opium,10553.03353,9809.797092,Clay-Sprinkler Irrigation
Kota,8.121702899,2.614015105,28.32598506,11.03039443,37.16647446,Guava,14431.50767,13768.7867,Saline-Canal Irrigation
Jodhpur,7.470639786,2.223268253,30.99805209,25.47089774,42.39501572,Pulses,14837.31993,15194.53706,Clay-Canal Irrigation
Jodhpur,7.303194209,2.191216658,23.43918399,18.01442334,39.79264111,Sugarcane,14076.78192,14591.2734,Alkaline-Sprinkler Irrigation
Udaipur,7.194183132,2.559316167,30.06521687,19.10374487,39.44997251,Oilseeds,16822.45737,16805.75411,Black lava soil-Drip Irrigation
Kota,7.435670277,2.703467373,27.57940753,24.77634619,39.80628553,Gram,7163.283217,7899.629436,Clay-Canal Irrigation
Nagaur,7.617727898,0.155817354,25.96174721,18.04215011,47.52531019,Wheat,10071.73945,10089.21063,Loamy-Canal Irrigation
Ajmer,6.609420793,0.88476599,31.13342124,17.19221127,37.23455092,Citrus,13664.46576,13880.32568,Black lava soil-Tube Well
Kota,6.913060018,1.901031136,40.33953169,10.84158876,34.74345044,Barley,10224.14388,9446.362425,Sandy-Drip Irrigation
Jodhpur,7.918577243,1.839420481,22.07187147,25.70033923,35.81454933,Coriander,9052.480195,9852.96903,Alkaline-Tube Well
Hanumangarh,7.487252936,1.891420596,30.29185145,16.98070534,38.28397037,Pulses,13011.04926,12084.8046,Loamy-Sprinkler Irrigation
Nagaur,7.922227936,2.550868931,32.45996743,11.96871606,41.97478985,Coriander,13279.31541,12914.88729,Loamy-Drip Irrigation
Udaipur,6.628526235,1.696215604,37.84091215,27.23898209,44.69320011,Fenugreek,10413.52151,9886.285296,Alkaline-Drip Irrigation
Hanumangarh,7.179459367,2.329527172,35.13447309,22.99788771,48.0939382,Pulses,9965.279231,9867.05094,Nitrogenous-Tube Well
Kota,7.51365669,1.976314649,22.08911618,15.29800542,37.19619547,Maize,11351.10483,11351.60189,Loamy-Drip Irrigation
Jodhpur,7.846428792,2.291285659,26.00029747,10.45998931,38.03473621,Gram,6869.831373,7745.430446,Black lava soil-Drip Irrigation
Hanumangarh,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Mustard,13775.39657,13663.8373,Alkaline-Sprinkler Irrigation
Jaipur,7.583318948,2.529975085,24.02906674,14.93677779,30.3228502,Guava,7019.960244,6079.995422,Nitrogenous-Drip Irrigation
Bhilwara,7.088961994,1.390357767,27.15275113,19.37989306,34.67889997,Cotton,11870.40554,11739.8742,Chalky (Calcareous)-Sprinkler Irrigation
Alwar,7.579046949,2.016721734,29.5905281,24.95595556,43.73722486,Oilseeds,10271.70642,9876.14555,Alkaline-Tube Well
Bhilwara,6.579051114,2.4460338,27.05053841,23.49344407,40.12605434,Oilseeds,16234.68303,15373.8983,Sandy-Canal Irrigation
Jaipur,7.342456634,1.714126979,31.66303755,24.66564036,38.8863965,Fennel,10463.8587,10080.5072,Saline-Drip Irrigation
Jaipur,8.100130875,1.768419319,27.94286696,25.76950367,30.6512915,Barley,12913.49563,12716.86175,Sandy-Canal Irrigation
Bhilwara,6.974972605,1.545155106,33.79750019,16.91612319,33.26002108,Tomato,12018.49772,12493.07915,Saline-Tube Well
Udaipur,6.628526235,1.696215604,37.84091215,27.23898209,44.69320011,Fenugreek,10413.52151,9886.285296,Alkaline-Drip Irrigation
Kota,7.621561729,1.852878747,36.78291693,18.99823711,41.15921046,Bajra,13197.7855,12776.71183,Chalky (Calcareous)-Sprinkler Irrigation
Kota,7.650850004,2.087768115,20.78103208,15.54841076,39.67961118,Guava,11257.84033,10583.03555,Chalky (Calcareous)-Tube Well
Udaipur,7.325921302,1.962536722,28.15690317,24.03523208,45.59843889,Citrus,7995.988967,8715.285788,Chalky (Calcareous)-Sprinkler Irrigation
Nagaur,7.93438625,1.406831786,32.93927944,23.09869392,30.44341554,Garlic,14123.76228,13285.68036,Loamy-Sprinkler Irrigation
Bhilwara,7.55672802,2.092918814,34.59935758,25.0946162,37.02894564,Sugarcane,15072.94575,15441.57362,Black lava soil-Sprinkler Irrigation
Hanumangarh,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Barley,8634.324787,8641.818231,Loamy-Sprinkler Irrigation
Kota,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Chilli,7836.61751,7369.131691,Nitrogenous-Sprinkler Irrigation
Jaipur,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Garlic,8378.946113,8927.261688,Saline-Canal Irrigation
Jaipur,7.620102922,2.626566412,33.94959861,24.84784513,41.634277,Mango,15798.49276,15405.18897,Clay-Tube Well
Kota,6.702053016,1.630485671,33.26165169,27.13652682,37.90282624,Pomegranate,7783.904317,8537.415012,Clay-Drip Irrigation
Hanumangarh,7.826153076,1.184332445,32.40130251,14.72446162,44.1139139,Fennel,14418.79573,14296.23353,Clay-Canal Irrigation
Kota,7.761980256,1.800050005,26.27416115,19.47516146,43.06395371,Tomato,15963.09966,16372.35779,Alkaline-Sprinkler Irrigation
Bhilwara,6.579051114,2.4460338,27.05053841,23.49344407,40.12605434,Oilseeds,16234.68303,15373.8983,Sandy-Canal Irrigation
Sri Ganganagar,7.104550309,1.610073527,35.40992405,13.25211894,37.92393116,Garlic,8202.166113,8122.905725,Saline-Sprinkler Irrigation
Bhilwara,8.048273559,0.904373074,37.67241051,25.61187109,37.70117692,Onion,10431.12896,10886.6638,Alkaline-Tube Well
Kota,7.306017516,1.911933248,15.5024306,28.35673788,35.4931216,Sugarcane,11408.14277,11428.96675,Saline-Sprinkler Irrigation
Kota,7.636505359,0.962679981,29.54021609,20.08012641,43.97300191,Tomato,9035.197687,8186.974572,Black lava soil-Sprinkler Irrigation
Udaipur,8.0362709,2.714380081,37.17154835,21.42377297,30.18355426,Cotton,13020.90917,13819.91218,Saline-Tube Well
Sri Ganganagar,7.210437945,1.759583105,33.48083999,17.41153714,39.55954378,Tomato,9722.879825,9943.021044,Saline-Drip Irrigation
Hanumangarh,7.035536759,1.747935663,29.63571156,29.44639398,41.19085653,Cotton,13255.5793,12301.81431,Saline-Sprinkler Irrigation
Kota,7.822297716,1.808773801,20.1201835,17.14842966,34.10445893,Cotton,11279.21839,12182.77488,Alkaline-Sprinkler Irrigation
Kota,7.123782381,1.266607405,27.49298927,24.87656229,42.57814044,Opium,12018.70282,11643.58412,Nitrogenous-Tube Well
Jaipur,6.839961406,1.880623699,36.42791117,19.71469354,40.70797893,Citrus,8134.08781,7534.831617,Black lava soil-Canal Irrigation
Bhilwara,7.249382946,1.775728582,31.19277477,13.54719289,39.28370542,Opium,6808.763795,5954.602802,Alkaline-Canal Irrigation
Kota,6.715927843,2.228606532,28.03308851,16.18791025,36.19818179,Guava,13430.30422,13225.21252,Chalky (Calcareous)-Canal Irrigation
Alwar,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Pulses,9014.602706,8966.312015,Black lava soil-Sprinkler Irrigation
Sri Ganganagar,7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Wheat,9948.401486,10768.66446,Chalky (Calcareous)-Drip Irrigation
Jodhpur,7.704026423,2.275398786,32.22386904,15.87173159,40.74681741,Garlic,10458.5215,10165.59735,Saline-Sprinkler Irrigation
Jaipur,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Wheat,7021.777144,6754.597332,Saline-Drip Irrigation
Jodhpur,7.191928271,1.479900645,33.49407835,27.24410054,38.42459036,Fennel,9980.289076,9151.358474,Chalky (Calcareous)-Tube Well
Bhilwara,8.095545342,1.926573239,18.90111026,13.00159248,38.75315187,Tomato,6389.384383,6845.112695,Black lava soil-Tube Well
Jodhpur,7.292449856,2.350350306,44.07327222,19.47828604,41.96653525,Gram,7310.516573,7552.521458,Clay-Drip Irrigation
Sri Ganganagar,8.177721401,2.585099355,30.67148249,20.39798931,42.77028886,Garlic,12972.56453,13904.67544,Saline-Canal Irrigation
Jaipur,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Cumin,8653.279811,7842.768946,Clay-Sprinkler Irrigation
Jaipur,7.694156003,2.62475245,23.33611301,18.25280336,36.13715626,Cumin,7901.998227,8134.695576,Alkaline-Drip Irrigation
Alwar,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Pulses,9014.602706,8966.312015,Black lava soil-Sprinkler Irrigation
Kota,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Cumin,11583.42253,11166.92894,Clay-Drip Irrigation
Kota,7.508806626,1.512316986,36.51753966,23.32351373,37.23539581,Onion,10318.04235,10793.46084,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.193508364,1.971479417,35.91993722,21.70912607,39.69981229,Onion,9815.154579,9729.046112,Nitrogenous-Drip Irrigation
Ajmer,7.43673371,1.544837829,33.47582624,18.1218317,33.47591555,Maize,15086.93143,14486.90281,Nitrogenous-Canal Irrigation
Kota,7.983897235,2.199496079,35.25024521,21.62329118,40.71495317,Cotton,7012.390638,7540.915289,Nitrogenous-Tube Well
Alwar,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Pulses,9014.602706,8966.312015,Black lava soil-Sprinkler Irrigation
Ajmer,7.680708659,1.353429228,32.86195156,22.25301706,30.6509183,Fenugreek,8522.569912,8109.718626,Loamy-Canal Irrigation
Kota,8.54896967,1.737184533,30.16203507,16.63757202,41.11635418,Wheat,8467.265465,8078.360541,Alkaline-Tube Well
Bhilwara,7.183559863,2.094664154,31.48622137,14.05383767,45.26992886,Chilli,14638.50661,15448.41821,Nitrogenous-Drip Irrigation
Jodhpur,6.931483558,1.589092586,36.51295198,20.6883097,37.24706466,Pulses,11188.18907,11450.85822,Saline-Canal Irrigation
Sri Ganganagar,7.200089303,1.671432519,26.51140548,16.73268552,38.06729192,Tomato,11365.79779,11238.06361,Black lava soil-Tube Well
Udaipur,7.09505495,2.709517806,31.46676018,23.64909681,46.95960444,Onion,15110.09188,15990.66185,Chalky (Calcareous)-Tube Well
Nagaur,7.835765586,2.76401568,34.43751984,23.80423327,40.30042997,Maize,9778.388589,10363.86693,Saline-Tube Well
Bhilwara,6.579051114,2.4460338,27.05053841,23.49344407,40.12605434,Oilseeds,16234.68303,15373.8983,Sandy-Canal Irrigation
Jaipur,7.342456634,1.714126979,31.66303755,24.66564036,38.8863965,Fennel,10463.8587,10080.5072,Saline-Drip Irrigation
Jaipur,8.240980384,1.858390981,27.17211816,17.64342139,43.59208712,Cumin,11813.86396,11123.84784,Alkaline-Tube Well
Kota,7.601617977,1.771183375,30.9284429,27.54565507,43.02803116,Cumin,9033.17584,9957.40999,Loamy-Tube Well
Alwar,7.746780102,2.145448529,20.0223411,14.3937813,44.64704992,Cumin,10498.5806,11378.40275,Alkaline-Drip Irrigation
Ajmer,7.806885428,2.187727929,30.83785053,25.81129799,37.3020439,Pulses,11100.78018,10715.63683,Chalky (Calcareous)-Sprinkler Irrigation
Kota,7.306017516,1.911933248,15.5024306,28.35673788,35.4931216,Sugarcane,11408.14277,11428.96675,Saline-Sprinkler Irrigation
Nagaur,8.000912427,1.751214581,26.08998254,16.20148441,31.14465723,Pomegranate,13464.63694,13962.81877,Loamy-Tube Well
Kota,7.822297716,1.808773801,20.1201835,17.14842966,34.10445893,Cotton,11279.21839,12182.77488,Alkaline-Sprinkler Irrigation
Kota,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Chilli,7836.61751,7369.131691,Nitrogenous-Sprinkler Irrigation
Jaipur,7.397561668,2.015697933,38.03789153,19.89719721,41.44591837,Chilli,11139.65533,11496.05058,Clay-Canal Irrigation
Bhilwara,6.66276527,1.94548829,30.17187655,20.80294717,46.81066202,Fenugreek,14834.22867,14599.49464,Loamy-Drip Irrigation
Sri Ganganagar,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Opium,15038.43731,15299.67143,Saline-Tube Well
Jaipur,7.370530602,1.906070299,35.59447299,26.37214213,39.14163173,Sugarcane,6399.127693,7142.715095,Black lava soil-Sprinkler Irrigation
Alwar,8.232605252,1.554228255,30.34852135,16.74671689,38.36676218,Gram,10309.74413,9326.581342,Black lava soil-Tube Well
Alwar,8.496018318,2.916948273,25.66038769,22.78568809,43.74641278,Barley,7521.343136,7939.542346,Clay-Drip Irrigation
Alwar,6.782045238,1.342092092,31.40504625,9.337021869,45.06318705,Chilli,9235.754331,8996.96835,Sandy-Sprinkler Irrigation
Jaipur,8.196590629,2.419674557,34.36412176,15.16921638,39.60305788,Bajra,10801.46794,11061.19237,Loamy-Canal Irrigation
Nagaur,7.984684651,1.684298722,30.26263184,16.22024647,41.80220838,Fenugreek,15100.29348,15807.20106,Saline-Canal Irrigation
Hanumangarh,7.592587768,2.212722432,31.11144928,26.39432907,35.2384181,Sugarcane,13435.9878,14307.01195,Chalky (Calcareous)-Canal Irrigation
Bhilwara,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Barley,11398.0015,10741.65293,Alkaline-Canal Irrigation
Sri Ganganagar,7.375692073,2.313306819,30.22781941,23.11703569,43.51720067,Onion,14354.60731,13387.44388,Nitrogenous-Tube Well
Sri Ganganagar,6.80038587,0.923543242,29.84606749,17.19034943,32.85547697,Coriander,11975.95081,11327.34945,Nitrogenous-Sprinkler Irrigation
Kota,8.091746833,1.410979566,38.33612056,27.61619311,43.67810999,Sugarcane,8430.653666,8528.423939,Saline-Drip Irrigation
Alwar,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Oilseeds,11379.8507,11581.52813,Saline-Sprinkler Irrigation
Udaipur,8.041572606,1.080740688,34.49058662,18.16107737,43.51266657,Sugarcane,15018.40742,15053.7686,Loamy-Canal Irrigation
Udaipur,7.380944782,2.023001374,25.47692813,25.86378423,43.32708412,Coriander,8666.733713,7793.417226,Black lava soil-Sprinkler Irrigation
Jodhpur,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Oilseeds,14182.05859,13473.10426,Loamy-Canal Irrigation
Nagaur,7.415438657,2.039786767,33.79412208,23.48161431,41.39399906,Pomegranate,11716.43888,12632.32101,Black lava soil-Sprinkler Irrigation
Alwar,6.901016785,2.443539888,31.43387056,19.26397361,42.82421179,Maize,6997.249191,6052.657539,Saline-Drip Irrigation
Kota,7.295156704,2.35616108,41.40825918,16.91179162,32.32479876,Onion,6491.731744,5908.208036,Nitrogenous-Tube Well
Alwar,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Fenugreek,13261.73045,13985.77701,Black lava soil-Tube Well
Alwar,7.398737886,1.735851477,35.18043826,12.88512537,35.1493787,Oilseeds,11376.12703,11598.30654,Alkaline-Sprinkler Irrigation
Alwar,6.833775826,2.585583816,22.67512627,16.65772545,35.00952686,Sugarcane,16002.21084,15205.83802,Saline-Tube Well
Hanumangarh,8.317898903,1.889478768,30.34684901,20.96298459,51.96054818,Pulses,6123.282175,7092.071026,Alkaline-Canal Irrigation
Jaipur,7.769882256,1.836732074,24.14537553,21.01191685,32.21524457,Gram,10924.99337,10310.97509,Alkaline-Tube Well
Hanumangarh,8.099649786,1.983861553,29.56457637,29.39937275,42.6037806,Tomato,7756.20982,6761.103169,Black lava soil-Sprinkler Irrigation
Nagaur,8.168484537,1.95887315,31.53225431,17.81131339,40.90994941,Citrus,12695.00031,12305.32824,Black lava soil-Drip Irrigation
Kota,7.864531823,2.175582734,31.70830116,18.64342511,33.91709598,Bajra,6001.7501,5525.327312,Clay-Drip Irrigation
Nagaur,7.788225673,1.245722016,30.92485288,22.26378176,48.53664905,Cotton,10268.31714,9304.147579,Black lava soil-Drip Irrigation
Udaipur,7.33980747,1.110300535,25.30016085,22.3832552,48.57953816,Citrus,5072.651299,4561.109072,Saline-Canal Irrigation
Udaipur,7.58400767,2.472605767,32.50415796,15.60763099,43.71229457,Maize,8077.426146,7145.509671,Black lava soil-Canal Irrigation
Jaipur,8.240980384,1.858390981,27.17211816,17.64342139,43.59208712,Cumin,11813.86396,11123.84784,Alkaline-Tube Well
Hanumangarh,8.041499969,1.461809406,26.63104947,24.78768582,26.43693718,Sugarcane,13030.96599,13630.77372,Black lava soil-Tube Well
Udaipur,8.126141831,2.080649771,33.22061884,20.40994407,31.23811452,Tomato,5741.696897,6162.208047,Saline-Sprinkler Irrigation
Jodhpur,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Oilseeds,14182.05859,13473.10426,Loamy-Canal Irrigation
Alwar,8.40071505,1.349206009,20.73490759,19.37556557,40.07848898,Gram,12913.9162,12926.58523,Alkaline-Sprinkler Irrigation
Alwar,7.752143927,2.145482365,27.4649567,17.43049687,34.00524301,Pomegranate,5459.317,4505.257189,Nitrogenous-Sprinkler Irrigation
Sri Ganganagar,8.116703038,1.996155502,28.06062109,26.53036102,37.5421903,Mango,6794.217285,5950.658344,Black lava soil-Sprinkler Irrigation
Kota,7.223715327,1.063497085,40.22240779,15.01385856,34.70481439,Fennel,8072.302979,8218.100085,Clay-Sprinkler Irrigation
Sri Ganganagar,7.661041155,1.994453998,25.93492814,24.11639958,41.12880762,Tomato,6944.652112,6362.671194,Chalky (Calcareous)-Tube Well
Jodhpur,6.929495745,1.944245586,25.9751676,18.06150042,37.93192167,Sugarcane,8163.19952,8807.444261,Clay-Tube Well
Udaipur,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Citrus,13588.23035,14184.6768,Black lava soil-Canal Irrigation
Udaipur,7.384349529,1.711790212,37.35517345,16.5025239,34.81466963,Mustard,8888.025672,9403.125844,Nitrogenous-Drip Irrigation
Kota,7.51365669,1.976314649,22.08911618,15.29800542,37.19619547,Maize,11351.10483,11351.60189,Loamy-Drip Irrigation
Jodhpur,7.568373324,0.847894032,28.19495388,33.51513782,38.84669167,Citrus,9031.82612,8450.692002,Nitrogenous-Tube Well
Hanumangarh,7.223411377,1.873024147,26.23068943,21.91326776,45.62466273,Fenugreek,6585.00933,7101.996971,Chalky (Calcareous)-Canal Irrigation
Sri Ganganagar,7.222445386,2.006084841,29.53562749,13.6422574,34.23457834,Fennel,14614.34094,15028.75819,Alkaline-Drip Irrigation
Kota,7.857936372,2.113517239,28.37965912,22.95721076,43.4011018,Guava,11629.7746,12272.50533,Saline-Tube Well
Nagaur,8.098584014,1.59620433,28.88263747,14.77581843,48.91961298,Tomato,7600.513585,8194.564753,Loamy-Sprinkler Irrigation
Udaipur,7.258170681,1.876637788,29.15790144,23.01822869,46.87305634,Bajra,11489.44244,11979.86513,Black lava soil-Canal Irrigation
Udaipur,7.194183132,2.559316167,30.06521687,19.10374487,39.44997251,Oilseeds,16822.45737,16805.75411,Black lava soil-Drip Irrigation
Jaipur,7.583318948,2.529975085,24.02906674,14.93677779,30.3228502,Guava,7019.960244,6079.995422,Nitrogenous-Drip Irrigation
Udaipur,7.017108684,1.730713163,27.66620594,12.58507784,35.91158802,Oilseeds,10035.75335,9874.781361,Nitrogenous-Drip Irrigation
